line_number,module,status,in_try_block,line
41,src.assembled_core.pipeline.trading_cycle_shared,OK,False,from src.assembled_core.pipeline.trading_cycle_shared import (
59,src.assembled_core.config.policy_loader,OK,False,from src.assembled_core.config.policy_loader import load_policy
60,src.assembled_core.config,OK,False,from src.assembled_core.config import get_base_dir
61,src.assembled_core.config.settings,OK,False,from src.assembled_core.config.settings import get_settings
62,src.assembled_core.risk.correlation_guard,OK,False,from src.assembled_core.risk.correlation_guard import (
66,src.assembled_core.risk.georisk_overlay,OK,False,from src.assembled_core.risk.georisk_overlay import (
70,src.assembled_core.risk.zombie_killer,OK,False,from src.assembled_core.risk.zombie_killer import get_zombie_positions
71,src.assembled_core.risk.state_machine,OK,False,from src.assembled_core.risk.state_machine import (
76,src.assembled_core.risk.market_stress,OK,False,from src.assembled_core.risk.market_stress import compute_market_stress
77,src.assembled_core.risk.profit_lock,OK,False,from src.assembled_core.risk.profit_lock import compute_profit_lock_multiplier
78,src.assembled_core.risk.vol_targeting,OK,False,from src.assembled_core.risk.vol_targeting import compute_vol_targeting_result
79,src.assembled_core.risk.turnover_budget,OK,False,from src.assembled_core.risk.turnover_budget import (
151,src.assembled_core.pipeline,OK,False,from src.assembled_core.pipeline import trading_cycle_v2 as _v2
256,src.assembled_core.intel.disclosures_triggers_loader,OK,True,from src.assembled_core.intel.disclosures_triggers_loader import (
328,src.assembled_core.intel.news_triggers_loader,ARCHIVED(archive\observability_graveyard_2026q2\intel\news_triggers_loader.py),False,from src.assembled_core.intel.news_triggers_loader import (
356,src.assembled_core.features.market_breadth,OK,True,from src.assembled_core.features.market_breadth import (
391,src.assembled_core.execution.kill_switch,OK,True,from src.assembled_core.execution.kill_switch import (
409,src.assembled_core.risk.disclosures_confirm,MISSING,True,from src.assembled_core.risk.disclosures_confirm import (
455,src.assembled_core.data.data_versioning,MISSING,True,from src.assembled_core.data.data_versioning import (
482,src.assembled_core.data.quality_checks,ARCHIVED(archive\observability_graveyard_2026q2\data\quality_checks.py),True,from src.assembled_core.data.quality_checks import check_panel_quality
503,src.assembled_core.qa.data_qc,OK,True,from src.assembled_core.qa.data_qc import run_price_panel_qc
523,src.assembled_core.features.macro_features,OK,True,from src.assembled_core.features.macro_features import compute_diffusion_index
568,src.assembled_core.pipeline.precomputed_index,ARCHIVED(archive\observability_graveyard_2026q2\pipeline\precomputed_index.py),True,from src.assembled_core.pipeline.precomputed_index import (
682,src.assembled_core.qa.point_in_time_checks,OK,True,from src.assembled_core.qa.point_in_time_checks import check_features_pit_safe
701,src.assembled_core.features.ta_factors_core,OK,True,from src.assembled_core.features.ta_factors_core import build_core_ta_factors
713,src.assembled_core.features.cross_sectional,ARCHIVED(archive\observability_graveyard_2026q2\features\cross_sectional.py),True,from src.assembled_core.features.cross_sectional import rank_cross_sectional
740,src.assembled_core.risk.regime_models,OK,True,from src.assembled_core.risk.regime_models import build_regime_state_hmm
763,src.assembled_core.data.freshness_monitor,MISSING,True,from src.assembled_core.data.freshness_monitor import detect_stale_features
791,src.assembled_core.ml.model_monitoring,ARCHIVED(archive\observability_graveyard_2026q2\ml\model_monitoring.py),True,from src.assembled_core.ml.model_monitoring import detect_feature_drift
823,src.assembled_core.features.behavioral_features,ARCHIVED(archive\observability_graveyard_2026q2\features\behavioral_features.py),True,from src.assembled_core.features.behavioral_features import (
868,src.assembled_core.features.seasonal_features,ARCHIVED(archive\observability_graveyard_2026q2\features\seasonal_features.py),True,from src.assembled_core.features.seasonal_features import build_seasonal_features
886,src.assembled_core.features.correlation_features,OK,True,from src.assembled_core.features.correlation_features import compute_correlation_regime_features
907,src.assembled_core.features.mean_reversion_factors,OK,True,from src.assembled_core.features.mean_reversion_factors import compute_mean_reversion_factors
924,src.assembled_core.features.interaction_features,MISSING,True,from src.assembled_core.features.interaction_features import (
944,src.assembled_core.features.weekly_alignment,OK,True,from src.assembled_core.features.weekly_alignment import add_weekly_alignment
967,src.assembled_core.features.ta_liquidity_vol_factors,OK,True,from src.assembled_core.features.ta_liquidity_vol_factors import add_realized_volatility
985,src.assembled_core.features.fractional_diff,ARCHIVED(archive\observability_graveyard_2026q2\features\fractional_diff.py),True,from src.assembled_core.features.fractional_diff import apply_ffd_to_panel
1000,src.assembled_core.ml.feature_clustering,ARCHIVED(archive\observability_graveyard_2026q2\ml\feature_clustering.py),True,from src.assembled_core.ml.feature_clustering import cluster_features_by_correlation
1021,src.assembled_core.ml.feature_selection,ARCHIVED(archive\observability_graveyard_2026q2\ml\feature_selection.py),True,from src.assembled_core.ml.feature_selection import ic_prescreen
1046,src.assembled_core.ml.triple_barrier,ARCHIVED(archive\observability_graveyard_2026q2\ml\triple_barrier.py),True,from src.assembled_core.ml.triple_barrier import build_triple_barrier_labels
1066,src.assembled_core.ml.online_hmm_regime,ARCHIVED(archive\observability_graveyard_2026q2\ml\online_hmm_regime.py),True,from src.assembled_core.ml.online_hmm_regime import OnlineHMMRegimeDetector
1087,src.assembled_core.ml.evt_models,ARCHIVED(archive\observability_graveyard_2026q2\ml\evt_models.py),True,from src.assembled_core.ml.evt_models import compute_evt_risk_metrics
1106,src.assembled_core.ml.garch_models,ARCHIVED(archive\observability_graveyard_2026q2\ml\garch_models.py),True,from src.assembled_core.ml.garch_models import fit_garch
1126,src.assembled_core.ml.combined_regime,ARCHIVED(archive\observability_graveyard_2026q2\ml\combined_regime.py),True,from src.assembled_core.ml.combined_regime import CombinedRegimeClassifier
1127,src.assembled_core.ml.online_hmm_regime,ARCHIVED(archive\observability_graveyard_2026q2\ml\online_hmm_regime.py),True,from src.assembled_core.ml.online_hmm_regime import OnlineHMMRegimeDetector as _HMMDet
1150,src.assembled_core.features.volatility_features,ARCHIVED(archive\observability_graveyard_2026q2\features\volatility_features.py),True,from src.assembled_core.features.volatility_features import compute_garch_features_snapshot
1165,src.assembled_core.features.vpin,ARCHIVED(archive\observability_graveyard_2026q2\features\vpin.py),True,from src.assembled_core.features.vpin import compute_vpin
1184,src.assembled_core.features.fundamental_factors,ARCHIVED(archive\observability_graveyard_2026q2\features\fundamental_factors.py),True,from src.assembled_core.features.fundamental_factors import cross_sectional_zscore
1206,src.assembled_core.features.incremental_updates,OK,True,from src.assembled_core.features.incremental_updates import filter_prices_for_incremental
1278,src.assembled_core.ops.shadow_recorder,ARCHIVED(archive\observability_graveyard_2026q2\ops\shadow_recorder.py),True,from src.assembled_core.ops.shadow_recorder import (
1336,src.assembled_core.signals.intel_signal_adapter,OK,True,from src.assembled_core.signals.intel_signal_adapter import (
1397,src.assembled_core.signals.sector_rotation,OK,True,from src.assembled_core.signals.sector_rotation import (
1444,src.assembled_core.signals.earnings_integration,ARCHIVED(archive\observability_graveyard_2026q2\signals\earnings_integration.py),True,from src.assembled_core.signals.earnings_integration import apply_earnings_integration
1479,src.assembled_core.signals.news_signal_bridge,OK,True,from src.assembled_core.signals.news_signal_bridge import (
1506,src.assembled_core.signals.signal_confidence,OK,True,from src.assembled_core.signals.signal_confidence import (
1541,src.assembled_core.signals.crash_prediction,OK,True,from src.assembled_core.signals.crash_prediction import CrashPredictionEngine
1542,src.assembled_core.signals.short_signals,ARCHIVED(archive\observability_graveyard_2026q2\signals\short_signals.py),True,from src.assembled_core.signals.short_signals import ShortSignalGenerator
1543,src.assembled_core.risk.short_risk,ARCHIVED(archive\observability_graveyard_2026q2\risk\short_risk.py),True,from src.assembled_core.risk.short_risk import ShortRiskManager
1626,src.assembled_core.signals.mean_reversion,MISSING,True,from src.assembled_core.signals.mean_reversion import compute_mean_reversion_signals
1648,src.assembled_core.ml.factor_timing,ARCHIVED(archive\observability_graveyard_2026q2\ml\factor_timing.py),True,from src.assembled_core.ml.factor_timing import compute_factor_momentum
1671,src.assembled_core.signals.multifactor_signal,OK,True,from src.assembled_core.signals.multifactor_signal import build_multifactor_signal
1672,src.assembled_core.config.factor_bundles,OK,True,from src.assembled_core.config.factor_bundles import load_factor_bundle
1710,src.assembled_core.ml.signal_correlation,ARCHIVED(archive\observability_graveyard_2026q2\ml\signal_correlation.py),True,from src.assembled_core.ml.signal_correlation import SignalCorrelationAnalyzer
1730,src.assembled_core.paper.ranking_hysteresis,OK,True,from src.assembled_core.paper.ranking_hysteresis import apply_ranking_hysteresis
1759,src.assembled_core.signals.rules_trend,OK,True,from src.assembled_core.signals.rules_trend import generate_trend_signals
1788,src.assembled_core.ml.adversarial_validation,ARCHIVED(archive\observability_graveyard_2026q2\ml\adversarial_validation.py),True,from src.assembled_core.ml.adversarial_validation import run_adversarial_validation
1809,src.assembled_core.signals.meta_model,OK,True,from src.assembled_core.signals.meta_model import load_meta_model
1839,src.assembled_core.qa.multiple_testing,ARCHIVED(archive\observability_graveyard_2026q2\qa\multiple_testing.py),True,from src.assembled_core.qa.multiple_testing import benjamini_hochberg_fdr
1864,src.assembled_core.ml.conformal_prediction,ARCHIVED(archive\observability_graveyard_2026q2\ml\conformal_prediction.py),True,from src.assembled_core.ml.conformal_prediction import SplitConformal
1891,src.assembled_core.ml.purged_cv,ARCHIVED(archive\observability_graveyard_2026q2\ml\purged_cv.py),True,from src.assembled_core.ml.purged_cv import purged_walk_forward_split
1909,src.assembled_core.signals.behavioral_finance,ARCHIVED(archive\observability_graveyard_2026q2\signals\behavioral_finance.py),True,from src.assembled_core.signals.behavioral_finance import generate_behavioral_signals
1925,src.assembled_core.signals.risk_aware_combiner,ARCHIVED(archive\observability_graveyard_2026q2\signals\risk_aware_combiner.py),True,from src.assembled_core.signals.risk_aware_combiner import RiskAwareSignalCombiner
1943,src.assembled_core.signals.plugin_loader,MISSING,True,from src.assembled_core.signals.plugin_loader import discover_signal_plugins
1956,src.assembled_core.ml.cpcv,ARCHIVED(archive\observability_graveyard_2026q2\ml\cpcv.py),True,from src.assembled_core.ml.cpcv import generate_cpcv_splits
1976,src.assembled_core.signals.signal_api,ARCHIVED(archive\observability_graveyard_2026q2\signals\signal_api.py),True,from src.assembled_core.signals.signal_api import normalize_signals
2007,src.assembled_core.portfolio.position_sizing,OK,True,from src.assembled_core.portfolio.position_sizing import (
2018,src.assembled_core.portfolio.position_sizing,OK,True,from src.assembled_core.portfolio.position_sizing import (
2034,src.assembled_core.portfolio.position_sizing,OK,False,from src.assembled_core.portfolio.position_sizing import (
2052,src.assembled_core.portfolio.black_litterman,OK,True,from src.assembled_core.portfolio.black_litterman import (
2055,src.assembled_core.portfolio.covariance,ARCHIVED(archive\observability_graveyard_2026q2\portfolio\covariance.py),True,from src.assembled_core.portfolio.covariance import estimate_covariance
2118,src.assembled_core.portfolio.cost_aware_optimizer,OK,True,from src.assembled_core.portfolio.cost_aware_optimizer import (
2122,src.assembled_core.portfolio.covariance,ARCHIVED(archive\observability_graveyard_2026q2\portfolio\covariance.py),True,from src.assembled_core.portfolio.covariance import estimate_covariance
2194,src.assembled_core.portfolio.risk_budgeting,ARCHIVED(archive\observability_graveyard_2026q2\portfolio\risk_budgeting.py),True,from src.assembled_core.portfolio.risk_budgeting import (
2197,src.assembled_core.portfolio.covariance,ARCHIVED(archive\observability_graveyard_2026q2\portfolio\covariance.py),True,from src.assembled_core.portfolio.covariance import estimate_covariance
2269,src.assembled_core.portfolio.bl_sizing,ARCHIVED(archive\observability_graveyard_2026q2\portfolio\bl_sizing.py),True,from src.assembled_core.portfolio.bl_sizing import apply_bl_sizing
2326,src.assembled_core.portfolio.hrp_sizing,ARCHIVED(archive\observability_graveyard_2026q2\portfolio\hrp_sizing.py),True,from src.assembled_core.portfolio.hrp_sizing import apply_hrp_sizing
2381,src.assembled_core.portfolio.mvo_optimizer,MISSING,True,from src.assembled_core.portfolio.mvo_optimizer import (
2384,src.assembled_core.portfolio.covariance,ARCHIVED(archive\observability_graveyard_2026q2\portfolio\covariance.py),True,from src.assembled_core.portfolio.covariance import estimate_covariance
2486,src.assembled_core.portfolio.position_sizing,OK,True,from src.assembled_core.portfolio.position_sizing import (
2528,src.assembled_core.risk.factor_risk_model,ARCHIVED(archive\observability_graveyard_2026q2\risk\factor_risk_model.py),True,from src.assembled_core.risk.factor_risk_model import FactorRiskModel
2598,src.assembled_core.risk.liquidity_scoring,OK,True,from src.assembled_core.risk.liquidity_scoring import (
2785,src.assembled_core.risk.trailing_stops,OK,True,from src.assembled_core.risk.trailing_stops import (
2959,src.assembled_core.ops.shadow_recorder,ARCHIVED(archive\observability_graveyard_2026q2\ops\shadow_recorder.py),True,from src.assembled_core.ops.shadow_recorder import (
3045,src.assembled_core.ops.shadow_recorder,ARCHIVED(archive\observability_graveyard_2026q2\ops\shadow_recorder.py),True,from src.assembled_core.ops.shadow_recorder import (
3122,src.assembled_core.ops.shadow_recorder,ARCHIVED(archive\observability_graveyard_2026q2\ops\shadow_recorder.py),True,from src.assembled_core.ops.shadow_recorder import (
3126,src.assembled_core.portfolio.inverse_etf_selector,OK,True,from src.assembled_core.portfolio.inverse_etf_selector import (
3186,src.assembled_core.ml.quantile_models,ARCHIVED(archive\observability_graveyard_2026q2\ml\quantile_models.py),True,from src.assembled_core.ml.quantile_models import predict_quantiles
3226,src.assembled_core.risk.crowding_detector,OK,True,from src.assembled_core.risk.crowding_detector import compute_hhi
3299,src.assembled_core.events.crisis_alpha.pipeline,OK,True,from src.assembled_core.events.crisis_alpha.pipeline import (
3302,src.assembled_core.events.crisis_alpha.context,OK,True,from src.assembled_core.events.crisis_alpha.context import CrisisAlphaContext
3395,src.assembled_core.portfolio.cost_aware_wrapper,OK,True,from src.assembled_core.portfolio.cost_aware_wrapper import (
3447,src.assembled_core.risk.regime_costs,ARCHIVED(archive\observability_graveyard_2026q2\risk\regime_costs.py),True,from src.assembled_core.risk.regime_costs import estimate_regime_costs
3478,src.assembled_core.portfolio.stress_test_constraints,OK,True,from src.assembled_core.portfolio.stress_test_constraints import evaluate_stress_scenarios
3497,src.assembled_core.portfolio.regime_portfolio,MISSING,True,from src.assembled_core.portfolio.regime_portfolio import blend_regime_templates
3514,src.assembled_core.qa.reverse_stress,ARCHIVED(archive\observability_graveyard_2026q2\qa\reverse_stress.py),True,from src.assembled_core.qa.reverse_stress import reverse_stress_test
3538,src.assembled_core.portfolio.robust_optimizer,ARCHIVED(archive\observability_graveyard_2026q2\portfolio\robust_optimizer.py),True,from src.assembled_core.portfolio.robust_optimizer import compute_robust_weights  # noqa: F401
3546,src.assembled_core.portfolio.long_short_balance,ARCHIVED(archive\observability_graveyard_2026q2\portfolio\long_short_balance.py),True,from src.assembled_core.portfolio.long_short_balance import LongShortBalancer
3649,src.assembled_core.execution.algo_execution,OK,True,from src.assembled_core.execution.algo_execution import TWAPScheduler
3680,src.assembled_core.data.security_master,OK,True,from src.assembled_core.data.security_master import (
3724,src.assembled_core.risk.evt_tail_var,ARCHIVED(archive\observability_graveyard_2026q2\risk\evt_tail_var.py),True,from src.assembled_core.risk.evt_tail_var import evt_var
3771,src.assembled_core.ml.copula_models,ARCHIVED(archive\observability_graveyard_2026q2\ml\copula_models.py),True,from src.assembled_core.ml.copula_models import compute_portfolio_tail_risk
3810,src.assembled_core.portfolio.barbell_strategy,ARCHIVED(archive\observability_graveyard_2026q2\portfolio\barbell_strategy.py),True,from src.assembled_core.portfolio.barbell_strategy import (
3861,src.assembled_core.qa.risk_metrics,OK,True,from src.assembled_core.qa.risk_metrics import compute_portfolio_risk_metrics
3883,src.assembled_core.risk.tail_dependence,MISSING,True,from src.assembled_core.risk.tail_dependence import (
3911,src.assembled_core.portfolio.hierarchical_risk_parity,OK,True,from src.assembled_core.portfolio.hierarchical_risk_parity import compute_hrp_weights
3930,src.assembled_core.risk.systemic_risk,MISSING,True,from src.assembled_core.risk.systemic_risk import compute_return_network_centrality
3949,src.assembled_core.risk.param_stability,ARCHIVED(archive\observability_graveyard_2026q2\risk\param_stability.py),True,from src.assembled_core.risk.param_stability import compute_stability_report
3971,src.assembled_core.ops.execution_cost_meta,OK,True,from src.assembled_core.ops.execution_cost_meta import annotate_execution_cost
3993,src.assembled_core.qa.tca_arrival,ARCHIVED(archive\observability_graveyard_2026q2\qa\tca_arrival.py),True,from src.assembled_core.qa.tca_arrival import compute_implementation_shortfall
4020,src.assembled_core.ops.self_healing,ARCHIVED(archive\observability_graveyard_2026q2\ops\self_healing.py),True,from src.assembled_core.ops.self_healing import RiskEscalationLadder
4080,src.assembled_core.execution.kill_switch,OK,True,from src.assembled_core.execution.kill_switch import (
4129,src.assembled_core.qa.scenario_engine,OK,True,from src.assembled_core.qa.scenario_engine import run_crisis_scenarios
4154,src.assembled_core.paper.deadzone_rebalance,OK,True,from src.assembled_core.paper.deadzone_rebalance import filter_deadzone_orders
4175,src.assembled_core.paper.rebalance_filter,OK,True,from src.assembled_core.paper.rebalance_filter import filter_small_rebalances
4197,src.assembled_core.execution.fat_finger_guard,OK,True,from src.assembled_core.execution.fat_finger_guard import (
4222,src.assembled_core.execution.borrow_costs,OK,True,from src.assembled_core.execution.borrow_costs import (
4255,src.assembled_core.execution.order_lifecycle,OK,True,from src.assembled_core.execution.order_lifecycle import (
4283,src.assembled_core.risk.transaction_costs,OK,True,from src.assembled_core.risk.transaction_costs import estimate_per_trade_cost
4324,src.assembled_core.execution.safe_bridge,OK,True,from src.assembled_core.execution.safe_bridge import (
4356,src.assembled_core.qa.capacity,MISSING,True,from src.assembled_core.qa.capacity import estimate_strategy_capacity
4385,src.assembled_core.ops.kpi_artifacts,OK,True,from src.assembled_core.ops.kpi_artifacts import write_run_kpis
4401,src.assembled_core.ops.run_manifest,OK,True,from src.assembled_core.ops.run_manifest import write_run_manifest
4422,src.assembled_core.ops.run_index,OK,True,from src.assembled_core.ops.run_index import append_run_index
4423,src.assembled_core.ops.run_manifest,OK,True,from src.assembled_core.ops.run_manifest import compute_config_hash
4445,src.assembled_core.ml.model_registry,ARCHIVED(archive\observability_graveyard_2026q2\ml\model_registry.py),True,from src.assembled_core.ml.model_registry import ModelRegistry
4459,src.assembled_core.ops.report_retention,OK,True,from src.assembled_core.ops.report_retention import purge_old_dated_reports
4471,src.assembled_core.ops.trade_journal,OK,True,from src.assembled_core.ops.trade_journal import append_trade_journal_entries
4496,src.assembled_core.qa.learning_store,OK,True,from src.assembled_core.qa.learning_store import append_learning_record
4518,src.assembled_core.ops.heartbeat,OK,True,from src.assembled_core.ops.heartbeat import write_heartbeat
4533,src.assembled_core.ops.alert_manager,OK,True,from src.assembled_core.ops.alert_manager import AlertManager
4554,src.assembled_core.signals.signal_diagnostics,ARCHIVED(archive\observability_graveyard_2026q2\signals\signal_diagnostics.py),True,from src.assembled_core.signals.signal_diagnostics import (
4599,src.assembled_core.qa.monte_carlo,OK,True,from src.assembled_core.qa.monte_carlo import bootstrap_returns
4647,src.assembled_core.ops.metrics_exporter,OK,True,from src.assembled_core.ops.metrics_exporter import export_metrics
4687,src.assembled_core.risk.tail_hedging,ARCHIVED(archive\observability_graveyard_2026q2\risk\tail_hedging.py),True,from src.assembled_core.risk.tail_hedging import (
4750,src.assembled_core.risk.attribution,ARCHIVED(archive\observability_graveyard_2026q2\risk\attribution.py),True,from src.assembled_core.risk.attribution import (
4809,src.assembled_core.execution.portfolio_execution,MISSING,True,from src.assembled_core.execution.portfolio_execution import (
4869,src.assembled_core.execution.almgren_chriss,OK,True,from src.assembled_core.execution.almgren_chriss import (
4941,src.assembled_core.ops.shadow_mode,OK,True,from src.assembled_core.ops.shadow_mode import write_shadow_snapshot
4962,src.assembled_core.ops.experience_log,OK,True,from src.assembled_core.ops.experience_log import append_experience
4979,src.assembled_core.risk.regime_analysis,OK,True,from src.assembled_core.risk.regime_analysis import classify_regimes_from_index
4998,src.assembled_core.qa.portfolio_analyzer,OK,True,from src.assembled_core.qa.portfolio_analyzer import compute_performance_profile
5017,src.assembled_core.qa.drawdown_decomposition,OK,True,from src.assembled_core.qa.drawdown_decomposition import decompose_drawdown
5043,src.assembled_core.qa.benchmark_metrics,OK,True,from src.assembled_core.qa.benchmark_metrics import compute_benchmark_metrics
5065,src.assembled_core.qa.deflated_sharpe,OK,True,from src.assembled_core.qa.deflated_sharpe import deflated_sharpe
5085,src.assembled_core.risk.factor_exposures,OK,True,from src.assembled_core.risk.factor_exposures import (
5118,src.assembled_core.qa.scenario_simulator,OK,True,from src.assembled_core.qa.scenario_simulator import run_stress_test
5142,src.assembled_core.ml.online_learning,ARCHIVED(archive\observability_graveyard_2026q2\ml\online_learning.py),True,from src.assembled_core.ml.online_learning import compute_model_age_confidence
5160,src.assembled_core.ml.calibration_monitor,ARCHIVED(archive\observability_graveyard_2026q2\ml\calibration_monitor.py),True,from src.assembled_core.ml.calibration_monitor import compute_calibration
5181,src.assembled_core.ml.experiment_tracking,ARCHIVED(archive\observability_graveyard_2026q2\ml\experiment_tracking.py),True,from src.assembled_core.ml.experiment_tracking import ExperimentTracker
5204,src.assembled_core.ml.retraining_scheduler,ARCHIVED(archive\observability_graveyard_2026q2\ml\retraining_scheduler.py),True,from src.assembled_core.ml.retraining_scheduler import RetrainingScheduler
5226,src.assembled_core.ml.signal_decay_tracker,ARCHIVED(archive\observability_graveyard_2026q2\ml\signal_decay_tracker.py),True,from src.assembled_core.ml.signal_decay_tracker import SignalDecayTracker
5240,src.assembled_core.qa.post_trade_analyzer,OK,True,from src.assembled_core.qa.post_trade_analyzer import compute_forward_returns
5259,src.assembled_core.qa.performance_attribution,OK,True,from src.assembled_core.qa.performance_attribution import compute_attribution
5284,src.assembled_core.qa.qa_gates,OK,True,from src.assembled_core.qa.qa_gates import evaluate_all_gates
5285,src.assembled_core.qa.metrics,OK,True,from src.assembled_core.qa.metrics import compute_equity_metrics
5308,src.assembled_core.qa.factor_analysis,OK,True,"from src.assembled_core.qa.factor_analysis import compute_factor_ic, summarize_factor_ic  # noqa: F401"
5316,src.assembled_core.qa.labeling,OK,True,from src.assembled_core.qa.labeling import label_daily_records
5336,src.assembled_core.ml.feature_importance_tracker,ARCHIVED(archive\observability_graveyard_2026q2\ml\feature_importance_tracker.py),True,from src.assembled_core.ml.feature_importance_tracker import FeatureImportanceTracker
5350,src.assembled_core.ops.health_check,OK,True,from src.assembled_core.ops.health_check import (
5387,src.assembled_core.qa.robustness,ARCHIVED(archive\observability_graveyard_2026q2\qa\robustness.py),True,from src.assembled_core.qa.robustness import compute_deflated_sharpe
5407,src.assembled_core.ml.feedback_loop,ARCHIVED(archive\observability_graveyard_2026q2\ml\feedback_loop.py),True,from src.assembled_core.ml.feedback_loop import FeedbackLoopController
5422,src.assembled_core.ml.regime_model_router,ARCHIVED(archive\observability_graveyard_2026q2\ml\regime_model_router.py),True,from src.assembled_core.ml.regime_model_router import RegimeModelRouter
5435,src.assembled_core.ml.factor_models,ARCHIVED(archive\observability_graveyard_2026q2\ml\factor_models.py),True,from src.assembled_core.ml.factor_models import detect_feature_cols
5451,src.assembled_core.qa.candidate_gate,ARCHIVED(archive\observability_graveyard_2026q2\qa\candidate_gate.py),True,from src.assembled_core.qa.candidate_gate import check_candidate_allowed
5469,src.assembled_core.qa.backtest_overfit,ARCHIVED(archive\observability_graveyard_2026q2\qa\backtest_overfit.py),True,from src.assembled_core.qa.backtest_overfit import compute_pbo
5487,src.assembled_core.qa.ml_evaluation,OK,True,from src.assembled_core.qa.ml_evaluation import evaluate_meta_model
5513,src.assembled_core.ops.dashboard_data,ARCHIVED(archive\observability_graveyard_2026q2\ops\dashboard_data.py),True,"from src.assembled_core.ops.dashboard_data import build_pnl_curve, compute_risk_snapshot"
5529,src.assembled_core.qa.ab_testing,ARCHIVED(archive\observability_graveyard_2026q2\qa\ab_testing.py),True,"from src.assembled_core.qa.ab_testing import minimum_detectable_effect, paired_ab_test"
5550,src.assembled_core.qa.dataset_builder,OK,True,from src.assembled_core.qa.dataset_builder import build_ml_dataset_from_backtest
5569,src.assembled_core.ml.stacking,ARCHIVED(archive\observability_graveyard_2026q2\ml\stacking.py),True,from src.assembled_core.ml.stacking import enforce_ensemble_diversity
5585,src.assembled_core.ops.certification,ARCHIVED(archive\observability_graveyard_2026q2\ops\certification.py),True,from src.assembled_core.ops.certification import build_default_runner
5600,src.assembled_core.ops.alert_manager,OK,True,from src.assembled_core.ops.alert_manager import AlertManager
5601,src.assembled_core.ops.alert_sinks,ARCHIVED(archive\observability_graveyard_2026q2\ops\alert_sinks.py),True,from src.assembled_core.ops.alert_sinks import dispatch_alerts
5618,src.assembled_core.ml.online_gradient_boosting,ARCHIVED(archive\observability_graveyard_2026q2\ml\online_gradient_boosting.py),True,from src.assembled_core.ml.online_gradient_boosting import OnlineAdaptiveLearner
5631,src.assembled_core.ops.paper_ledger,OK,True,from src.assembled_core.ops.paper_ledger import (
5650,src.assembled_core.qa.factor_ranking,OK,True,from src.assembled_core.qa.factor_ranking import build_factor_ranking
5671,src.assembled_core.ml.meta_labeling,ARCHIVED(archive\observability_graveyard_2026q2\ml\meta_labeling.py),True,from src.assembled_core.ml.meta_labeling import MetaLabeler
5684,src.assembled_core.ops.compare,OK,True,from src.assembled_core.ops.compare import compare_summaries
5702,src.assembled_core.ops.experiment_runner,OK,True,from src.assembled_core.ops.experiment_runner import deep_merge_policy
5716,src.assembled_core.ml.explainability,ARCHIVED(archive\observability_graveyard_2026q2\ml\explainability.py),True,from src.assembled_core.ml.explainability import compute_model_feature_importance
5736,src.assembled_core.features.news_features,OK,True,from src.assembled_core.features.news_features import add_news_features
5754,src.assembled_core.features.geopolitical_features,OK,True,from src.assembled_core.features.geopolitical_features import compute_gpr_proxy
5772,src.assembled_core.features.insider_features,OK,True,from src.assembled_core.features.insider_features import add_insider_features
5790,src.assembled_core.features.event_features,OK,True,from src.assembled_core.features.event_features import build_event_feature_panel
5808,src.assembled_core.features.disclosure_features,MISSING,True,from src.assembled_core.features.disclosure_features import (
5826,src.assembled_core.features.buyback_features,ARCHIVED(archive\observability_graveyard_2026q2\features\buyback_features.py),True,from src.assembled_core.features.buyback_features import build_buyback_features
5839,src.assembled_core.features.short_interest_features,ARCHIVED(archive\observability_graveyard_2026q2\features\short_interest_features.py),True,from src.assembled_core.features.short_interest_features import build_short_interest_features
5852,src.assembled_core.features.institutional_features,ARCHIVED(archive\observability_graveyard_2026q2\features\institutional_features.py),True,from src.assembled_core.features.institutional_features import build_institutional_features
5864,src.assembled_core.features.index_rebal_features,OK,True,from src.assembled_core.features.index_rebal_features import build_index_rebal_features
5879,src.assembled_core.features.intraday_features,ARCHIVED(archive\observability_graveyard_2026q2\features\intraday_features.py),True,from src.assembled_core.features.intraday_features import build_intraday_features
5902,src.assembled_core.features.options_derived_signals,OK,True,from src.assembled_core.features.options_derived_signals import build_options_regime_factors
5916,src.assembled_core.features.cross_asset_leads,ARCHIVED(archive\observability_graveyard_2026q2\features\cross_asset_leads.py),True,from src.assembled_core.features.cross_asset_leads import build_cross_asset_signals
5933,src.assembled_core.ml.regime_weight_trainer,ARCHIVED(archive\observability_graveyard_2026q2\ml\regime_weight_trainer.py),True,from src.assembled_core.ml.regime_weight_trainer import train_regime_weights
5963,src.assembled_core.ml.news_ml_bridge,ARCHIVED(archive\observability_graveyard_2026q2\ml\news_ml_bridge.py),True,from src.assembled_core.ml.news_ml_bridge import get_event_type_ic_weights
5975,src.assembled_core.ml.nlp_sentiment,ARCHIVED(archive\observability_graveyard_2026q2\ml\nlp_sentiment.py),True,from src.assembled_core.ml.nlp_sentiment import score_texts_finbert
5988,src.assembled_core.ml.bayesian_ensemble,ARCHIVED(archive\observability_graveyard_2026q2\ml\bayesian_ensemble.py),True,from src.assembled_core.ml.bayesian_ensemble import compute_bma_weights
6003,src.assembled_core.ml.stacking_ensemble,ARCHIVED(archive\observability_graveyard_2026q2\ml\stacking_ensemble.py),True,from src.assembled_core.ml.stacking_ensemble import StackingConfig
